case_id;year;month;day;country_id;iso3;country_name;region;city/village;location;location_latitude;location_longitude;location_accuracy;incident_type;perpetrator_type;organizational_affiliation;organizational_affiliation_2;loneactor_id;target_group;grouped_target_group;target_group_2;grouped_target_group_2;weapon_type;grouped_weapon_type;weapon_type_2;grouped_weapon_type_2;weapon_description;fatal;n_killed;n_wounded;description;plot_type;plot_targeting;plot_operational_planning
2017-10-21;2017;10;21;6;DEU;Germany;Sachsen;Plauen;m;50.497075195624724;12.14225030247537;2;2;6;;;415;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"A 31-year-old German racially insulted a 15-year-old Afghan and two Syrians on the tram and showed the ""Hitler salute"". Suddenly, the perpetrator also started hitting the Afghan victim. When the victims left, the perpetrator followed them and continued to beat the young vicitm. After the victim fell to the ground, he was repeatedly punched and kicked to the head. The perpetrator also repeatedly banged the victim's head to the ground. The victim was taken to hospital in ambulance. ";;;
2017-10-21-a;2017;10;21;18;GBR;United Kingdom;England;Manchester;McDonald's Manchester city;53.48184465447909;-2.237402461368508;1;2;5;;;;200;Political opponents;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"A man was knocked unconcious after standing up for a person being subject to racial verbal abuse by a couple outside of a McDonalds. The victim explained that ""I just shouted over and said ‘just leave it out - that’s out of order’. Five minutes later I woke up in a pool of blood."" The victim suffered a cut to the head, problems with his jaw, a concussion and bruisings.";;;
2017-10-22;2017;10;22;18;GBR;United Kingdom;England;Bedford;Queen Street;52.1421835135003;-0.4708554442330269;1;2;4;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;3;A group of white men verbally assaulted a group of three black men, using offensive language. The three men were then physically assaulted. Two of the victims received minor injuries and one man was taken to hospital where he remained in a serious condition. Police treat the case as racially motivated.;;;
2017-10-25;2017;10;25;15;ESP;Spain;Cataluña;Roses;m;42.26653394546384;3.178253102235105;2;2;8;;;;204;Political opponents;;;600;Beating/kicking;800;Other;Beating/kicking and paint;0;0;1;"Three pro-Spain individuals with shaved heads in neo-Nazi clothing who were carrying two dogs assaulted an older man who were hanging up independence posters. They punched him in the back and sprayed paint in his eyes, but he did not suffer a serious injury because he was wearing glasses. As he took the glasses off, two of the men beat him while the third held the dogs, yelling at him ""You fucking independentista, you will always be Spanish "". The man required medical care, as he suffered bruising on his face and body, in addition to two broken ribs. ";;;
2017-10-27-a;2017;10;27;15;ESP;Spain;Cataluña;Barcelona;m;41.386722580223;2.16456280883135;2;1;8;;;;204;Political opponents;;;600;Beating/kicking;;;Beating/kicking;0;0;2;An anti-independence demonstration that began in front of the headquarters of the Catalunya Ràdio later passed the Cultural Institution of CIC. A group of protesters with Spanish flags tried to storm the premises, and finally managed to enter the building. A group of students had to hide inside while protesters attacked two teachers with punches in the stomach and face, leaving them wounded. ;;;
2017-10-27-b;2017;10;27;15;ESP;Spain;Cataluña;Barcelona;m;41.386722580223;2.16456280883135;2;2;8;;;;204;Political opponents;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"The waiter of a restaurant who shouted ""llibertat"" (freedom) as a march for the unity of Spain passed, was attacked by a group of hooded protesters. They punched him in the face, causing a broken nose and bleeding.";;;
2017-10-27;2017;10;27;15;ESP;Spain;Cataluña;Barcelona;m;41.386722580223;2.16456280883135;2;2;8;;;;204;Political opponents;;;499;Knives/bladed weapons and sharp objects;600;Beating/kicking;Sharp object and beating/kicking;0;0;3;Five members of a libertarian collective from Gracia who were returning from the celebration of the proclamation of the Catalan Republic were identified by some Spanish protesters for their clothing and rebuked. Ten hooded individuals, some wearing gloves and military boots, chased them and caught up with two of them, who were brutally beaten. The victims were bruised all over the body, especially on the head, and had stab cuts on the limbs. One of the victims was left unconscious. Two of the victims were evacuated to the Hospital de Sant Pau by ambulance and a third person in the group was attacked but without requiring hospital admission. The attack occurred on the same day as a right-wing demonstration against the proclamation of the Catalan Republic and for the unity of Spain. ;;;
2017-10-28;2017;10;28;15;ESP;Spain;Cataluña;Barcelona;m;41.386722580223;2.16456280883135;2;2;5;;;;204;Political opponents;;;600;Beating/kicking;;;Beating/kicking;0;0;3;"Two men and a woman in their 60s were returning from the celebration of the proclamation of the Catalan Republic when they were attacked by a couple of neighbors with the Spanish flag on their balcony. As the victims got out of the taxi, one of them shouted ""Long live the republic!"". At that time the perpetrator couple in their 30s came down from their home, alarmed, and began beating the victims. One of the men was left unconscious, and suffered a head trauma and a broken rib. The other man suffered a cut in the eyeball caused by a nail. The woman received a push that threw her to the ground.";;;
2017-10-29;2017;10;29;10;ITA;Italy;Lazio;Rome;Piazza Cairoli;41.689043846259196;12.77942807072603;1;2;8;Lotta Studentesca;Forza Nouva;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;A group of five people aged between 17 and 19 attacked a Bengali citizen who was leaving the restaurant where he worked. They racially insulted the victim, calling him things such as 'dirty n*****', before physically attacking him. One of perpetrators returned to kick the victim multiple times in the head.  The victim was in the hospital for 30 days, suffering serious face injuries. Four of the perpetrators were investigated for serious injuries while the fifth was accused of attempted murder and sentenced to eight years in prison. He was found to be a member of the 'Roma ai romani' movement and Lotta Studentesca, as well as close to the group headed by Forza Nuova.;;;
2017-10-d;2017;10;d;15;ESP;Spain;Aragón;Zaragoza;m;41.65232725821318;-0.890174932601071;2;2;8;;;;900;Unknown;;;600;Beating/kicking;;;Beating/kicking;0;0;4;"The National Police arrested four young people in Madrid - three Spaniards and one Bulgarian - as the alleged perpetrators of an attack against four people that occurred during the Pilar de Zaragoza festivities. Allegedly, the perpetrators shouted ""we are Nazis"" and, for no apparent reason, began to utter insults at the victims, shoving and kicking them. At one point, the victims were lying defenseless on the ground, while the perpetrators kicked them in the head. One of the victims had to be taken to the hospital to be treated for his injuries.";;;
2017-11-1-a;2017;11;1;7;GRC;Greece;Attica;Athens;Athens Court of Appeal;37.989393706678484;23.752260151405356;1;2;2;Golden Dawn;;;200;Political opponents;205;Political opponents;599;Blunt instruments;600;Beating/kicking;Blunt instrument and beating/kicking;0;0;3;A lawyer and two other women were attacked and injured when stepping off the bus near the Athens Court of Appeal. The lawyer was a part of a legal team assisting victims who had been attacked by Golden Dawn members in 2012, and was headed to Athens police headquarters where five witnesses were due to testify in the trial against Golden Dawn. A mob of Golden Dawn members first attacked another passenger with a blunt object, and when the lawyer attempted to intervene, they punched her several times in the face. The perpetrators had been passing out flyers nearby for a planned rally to commemorate the deaths of two party members. The lawyer suggested they attacked her because she told them to stop, and because they recognized her from the court. She recognised the attackers as members of Golden Dawn's Piraeus branch.;;;
2017-11-1;2017;11;1;18;GBR;United Kingdom;England;Ellesmere Port;Hampton Gardens;53.281867727354005;-2.9132765730229098;1;2;5;;;;102;Ethnic/religious minorities;;;500;Blunt instruments;;;Metal bar;0;0;1;A 31-year old man was out walking when he was approached by two white males on bikes. The perpetrators started being abusive towards the victim and then assaulted him with metal bars, causing injuries to his legs. Police believed the victim was targeted because of his ethnicity. The victim had to be taken to hospital.;;;
2017-11-2;2017;11;2;16;SWE;Sweden;Västra Götaland;Gothenburg;Västra Frölunda;;;;4;8;Nordic Resistance Movement;Soldiers of Odin;;900;Unknown;;;100;Explosives;;;10kg explosives and unspecified weapons;0;0;0;"Police in Gothenburg arrested three people with connections to organized neo-Nazism for possession of ten kilos of explosives, weapons and drugs.  In addition, Nazi propaganda material was found. At least one of the arrested was an active member of the Nordic Resistance Movement and Soldiers of Odin. The perpetrators are suspected of, among other things, serious gun violations and targeting- and preparing for armed struggle and destruction. It is indicated that the men planned to use the explosives. The older perpetrator encouraged people on social media to get ready for civil war and claimed that for him, it is already war: ""Zionists / Globalists and Islamists are viruses that must disappear"". ";;;
2017-11-2-a;2017;11;2;16;SWE;Sweden;Norrbotten;Älvsbyn;m;65.67801453837625;20.99368324792166;2;1;8;;;;103;Ethnic/religious minorities;;;500;Blunt instruments;;;Baseball bat;0;0;1;Armed with a baseball bat, three masked perpetrators broke into the victim's apartment while he was throwing a party. Two of the perpetrators hit the victim repeatedly with the swastika-encarved weapon while referring to him with the n-word and shouting other racial slogans, while the third was filming the incident. After the assault, the victim felt dizzy and vomited, and received furthe help from a nearby pizzeria. ;;;
2017-11-3;2017;11;3;7;GRC;Greece;Attica;Athens;Dafni;37.95152550433988;23.73354582412263;1;1;1;Krypteia;;;102;Ethnic/religious minorities;;;502;Blunt instruments;504;Blunt instruments;Stones and beer bottles;0;0;0;"An Afghan 11-year-old boy gained publicity after he was not allowed to carry the Greek flag at the school parade on October 28th, although his name was picked up through a lottery. Six days later, during the night, a group of perpetrators threw stones at his family's home and left a paper where they had written ""Go away, back to your village, go"". The family was part of the temporary refugee housing program of UNHCR and Athens Municipality. The perpetrators targeted the room where the children were sleeping, and threw large stones but also beer bottles into the room. Waking up in panic, the family called the police, who arrived but could not find the attackers. No one was injured, but stones and glass had landed all over the room.  A group calling themselves ""Krypteia"" claimed responsibility for the attack, and threatened that ""We will fight until the last immigrant leaves. And to that end, we will use force and violence, mercilessly."" The group is a suspected breakaway faction from Greece's neo-Nazi Golden Dawn party.";;;
2017-11-4;2017;11;4;15;ESP;Spain;Cataluña;Mataró;m;41.53665359739469;2.4419796307610646;2;2;8;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"A man and a woman coming out of their relatives' home were attacked by a group of right-wing protesters. The man was thrown to the ground and got punched and kicked, while one of the attackers shouted ""Long live Hitler!"" The attacked had to be transferred to a medical center, where he received several stitches on the lip.";;;
2017-11-5;2017;11;5;15;ESP;Spain;Cataluña;Mataró;m;41.53665359739469;2.4419796307610646;2;2;8;;;;204;Political opponents;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"A far-right group punched a 29-year-old man after a demonstration for the unity of Spain in Mataró. According to police sources, a group of about 15 or 20 people rebuked the victim, who was leaving his house at that time, and demanded that he shout ""Long live Spain "". The victim did not respond to the request, which led two members of the group to punch him several times in the face. The man was transferred to the hospital in an ambulance. ";;;
2017-11-6;2017;11;6;18;GBR;United Kingdom;England;London;KFC Waltham Forest;51.69749795227214;-0.031133104075611706;1;2;5;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;Two women, believed to be mother and daughter, were supsected of a racist attack on a teenage girl in a KFC restaurant in London. The two women allegedly abused a 15-year-old girl of Asian appearance, before throwing her to the floor by her hair and kicking her, leaving her with a broken arm. A hot drink was also thrown in the victim’s face as she stood up during the attack. The attack allegedly started when the suspects threw food at the victim as she ate a meal with friends.;;;
2017-11-7;2017;11;7;10;ITA;Italy;Lazio;Rome;Ostia;41.73133845640641;12.2829410466944;1;2;6;CasaPound (suspected);;416;202;Political opponents;;;503;Blunt instruments;600;Beating/kicking;Baton and beating/kicking;0;0;2;A journalist was accompanied by a film maker to report on a vote in the town hall of Ostia and went to interview a mafia clan member. After a series of questions about an alleged relationship between the interviewee's family and CasaPound, the clan member head-butted the journalist and attacked both him and the cameraman with a baton. The journalist suffered a broken nose, whilst the cameraman suffered bruises on his back from the beatings with the baton. The perpetrator was sentenced to a six-year prison term. ;;;
2017-11-8;2017;11;8;15;ESP;Spain;Cataluña;Tagament;m;41.74166814715208;2.2659140423733692;2;2;6;;;417;204;Political opponents;;;801;Other;;;Car;0;0;1;"A pro-independence protester who was making a road cut was injured by a vehicle that drove through the picket fence while the driver shouted ""Long live Spain!"" The victim required medical care.";;;
2017-11-9;2017;11;9;3;DNK;Denmark;Hovedstaden;Copenhague;Gammeltorv;55.67844856419298;12.572012627675921;1;2;2;For Frihed;;;202;Political opponents;;;800;Other;;;Lit torch;0;0;1;"An activist for the far-right group ""For Frihed"" assaulted a photographer from the Redox research collective with a burning torch during a demonstration. About 15 far-right activists were participating in the demonstration to commemorate the Kristallnacht. The victim was assaulted as he was taking pictures of the demonstration. Demonstrators were passing by him when the perpetrator walked towards the victim with the lit torch and lunged towards the victim's face. Because the victim was taking pictures at that moment, the camera protected his face but his right-hand sleeve caught fire. The victim kicked the perpetrator to get some distance and ran away. He required medical attention at the hospital for a burn on his right hand and burnt hair.";;;
2017-11-11;2017;11;11;6;DEU;Germany;Mecklenburg-Vorpommern;Neubrandenburg;Reitbahn;53.573906261679475;13.259599105543689;1;2;6;;;418;102;Ethnic/religious minorities;;;580;Blunt instruments;;;Hammer;0;0;1;"The 20-year-old perpetrator, who is already known to the police for similar crimes, first insulted a 31-year-old Syrian racially and then attacked his face and head with a hammer. The victim had to receive medical attention for his injuries. Shortly thereafter, the perpetrator threw flower pots at a 24-year-old German with Iraqi roots and chased him with a hammer-like object while shouting ""f*** foreigners, go back to your own country"".  The victim was able to escape. ";;;
2017-11-12-a;2017;11;12;15;ESP;Spain;Cataluña;Manresa;Castellgalí;41.674816306778304;1.8431305521268182;1;2;8;Hermanos Cruzados;Democracia Nacional;;204;Political opponents;;;400;Knives/bladed weapons and sharp objects;;;Knife;0;0;1;Three pro-Spain individuals returning from a demonstration called by far-right Hermanos Cruzados (HHCC), Somatemps and Democracia Nacional in Manresa attacked a 56-year-old man in a restaurant. The three protesters entered the premise with flags and, when the owner asked them to leave the flag outside, they insulted and threatened the owner and injured a visiter with a pocket knife in face. The victim was transferred to Sant Joan de Déu de Manresa Hospital in an ambulance.;;;
2017-11-12;2017;11;12;18;GBR;United Kingdom;England; Haydock;Park Avenue;53.46595117850097;-2.6907811748630426;1;1;99;;;;102;Ethnic/religious minorities;;;200;Arson/firebomb;;;Arson;0;0;5;Unknown perpetrators set fire to the home of a Syrian refugee family in the middle of the night. Police confirmed the fire was an arson attack in which an accelerant, likely petrol, was poured through their letterbox and set alight. Neighbours raised the alarm and helped them escape. The family, a woman, who is pregnant, a man and their three children suffered from smoke inhalation and significant damage was caused to the property. Motive not explicitly stated, but sufficiently evident to be included. ;;;
2017-11-17;2017;11;17;17;CHE;Switzerland;Ticino;Locarno;Bar Castello;46.16835173172889;8.794066482528246;1;2;6;Crew 38;;248;200;Political opponents;;;400;Knives/bladed weapons and sharp objects;;;Knife;0;0;1;"A 25-year-old man was stabbed after an argument in front of a bar. The perpetrator, wearing a clearly visible patch from Crew 38, was told by several people that Nazis were not wanted in Locarno. The argument escalated and the perpetrated stabbed the man in the shoulder, close to the neck. The police later found the knife in a garbage can with an engraved swastika and the words ""Sieg Heil."" Crew 38 is part of the network Hammerskin Nation. ";;;
2017-11-21;2017;11;21;6;DEU;Germany;Sachsen-Anhalt;Halle;Adam-Kuckhoff Straße 16;51.48944094447854;11.972517613166826;1;2;1;Identitarian Movement (Germany);;;301;State institutions;;;803;Other;;;Pepper spray;0;0;2;Two men, aged 27 and 29, left the building belonging to 'Identitäre Bewegung' (Identitarian Movement) wearing helmets and armed with baseball bats and protective shields. Two civilian police officers tried to arrest them, but the perpetrators sprayed them with pepper spray. One of the officers had to be treated on an outpatient basis. They allegedly mistook the officers for 'left-wing extremists' who had previously attacked the building. The attack came a week after a raid of the building. ;;;
2017-11-22;2017;11;22;6;DEU;Germany;Brandenburg;Fürstenburg/Havel;m;53.17978538448149;13.134121078226945;2;2;6;Reichsbürgerbewegung;;419;301;State institutions;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"A ""Reich citizen"" attacked two police officers and seriously injured one of them. The police officers had visited the 58-year-old the day before and informed him that there was an arrest warrant against him because of a fine of 179 euros, which the man had not paid. When the police came to his house the day after, the man violently resisted the arrest and beat a 54-year-old officer so bad that he had to be treated in hospital.";;;
2017-11-25;2017;11;25;16;SWE;Sweden;Uppsala;Uppsala;Svandammen;59.854454008251274;17.63994278307519;1;1;2;Nordic Resistance Movement;;;200;Political opponents;;;600;Beating/kicking;803;Other;Beating/kicking and pepper spray;0;0;3;A demonstration against human trafficking of refugees in Libya was held in Uppsala when protesters were attacked by members of the Nordic Resistance Movement. About 20 sympathizers of the NRM came to the square where the demonstration was held. They wore safety vests, handed out leaflets, and generally disrupted the demonstration. After the demonstration,  a man reported that he had been beaten when he confronted NMR sympathizers who tore down posters. Another two demonstrators were attacked when they tried to take down a banner with NRM's symbol on it. Several people then jumped out of the cars and beat the men, in which pepper spray was used. The two victims were taken to hospital.;;;
2017-11-27;2017;11;27;6;DEU;Germany;Nordrhein-Westfalen;Altena;m;51.30156272346279;7.6709333543502565;2;1;6;;;99;207;Political opponents;205;Political opponents;400;Knives/bladed weapons and sharp objects;;;Knife;0;0;1;A 56-year-old man attacked the mayor of Altena, kown for his liberal refugee politics. The mayor was in a kebab shop when the perpetrator put a knife to his throat, calling out several times 'I'll stab you' and 'You let me die of thirst, but you bring 200 foreigners into the city', referring to that his water had been shut off due to financial problems. The victim decided to defend himself and grabbed the perpetrators's arm, but a fight erupted. An employee at the kebab shop intervened and the victim suffered minor injuries to his neck. During trial, the perpetrator claimed that he did not intend to kill the victim, but to scare him. He was sentenced to two and a half years imprisonment.  ;;;
2017-11-27-a;2017;11;27;18;GBR;United Kingdom;England;Darlington;McDonald's Whessoe Road;54.54795746121898;-1.5597222729716138;1;2;4;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;A man, waiting for lunch in his car at a McDonalds drive through, was met with racial slurs by three other men outside his car. The group also started attacking and damaging his car. The victim then got out of his car, which led him to be physically assaulted while also being racially abused. He was left with several broken teeth and injured ribs.;;;
2017-12-4;2017;12;4;6;DEU;Germany;Niedersachsen;Burgdorf;m;52.446907387076436;10.006253600861978;2;2;5;;;;102;Ethnic/religious minorities;;;807;Other;600;Beating/kicking;Dog and beating/kicking;0;0;1;Two unknown men racially insulted a Syrian refugee in front of his accommodation, before one of them punched the victim to the ground. The second perpetrator then set his three dogs on the victim. The victim suffered bite injuries.;;;
2017-12-6;2017;12;6;10;ITA;Italy;Lazio;Rome;La Repubblica headquarters;41.87813479943335;12.566578741897038;1;1;1;Forza Nuova;;;202;Political opponents;;;806;Other;;;Smoke bomb;0;0;0;"A group of far-right activists, belonging to Forza Nuova, stormed the newsroom of the Italian newspaper La Repubblica. They wore masks and carried a banner saying ""Boycott La Repubblica and L'Espresso"". The activists threw smoke-bombs at the building and at two journalists. The attack followed an investigation by La Repubblica into the finances of Forza Nuova and CasaPound, tracing their wealth to the British far-right, Russia, and the French Front National.";;;
2017-12-9;2017;12;9;15;ESP;Spain;Cataluña;Barcelona;m;41.3887832099693;2.166279422489537;2;2;8;;;;204;Political opponents;;;600;Beating/kicking;;;Beating/kicking;0;0;1;A man saw a group of six people tearing down a stellate [pro-independence symbol] hanging from the ground floor of a building and approached them, warning that he would call the police if they did. When he was getting ready to call 911, at least three of the aggressors attacked the victim. While one immobilized him by sitting on top of him, the others punched and kicked him all over the body. The victim was able to get rid of the perpetrators with the help of an intervener, but the perpetrators followed them while he spoke on the phone with the police. One of the perpetrators, who had torn down the stellate, then attacked the victim again. A few moments later, a Catalan police patrol intercepted the group in the street and, upon identifying them, it turned out they were agents of the Civil Guard. The man who had torn down the stellate refused to be identified, tried to flee, and insulted the Mossos agents. The victim needed medical attention from an ambulance of the SEM.;;;
2017-12-17;2017;12;17;3;DNK;Denmark;Midtjylland;Randers;Randers Midtby;56.46114664098368;10.040541674637803;1;2;5;;;;102;Ethnic/religious minorities;205;Political opponents;600;Beating/kicking;;;Beating/kicking;0;0;1;The victim was at a bar with two friends when they began to talk with two other men. Suddenly, the two men started making racist remarks towards one in the friend group of Asian origin. When the victim commented and asked them to stop, he was punched in the face. The two perpetrators and the victim were thereafter thrown out of the pub. Once outside, the victim was hit and kicked multiple times, leading him to be taken to hospital. The perpetrators fled the scene.;;;
2017-12-25;2017;12;25;6;DEU;Germany;Brandenburg;Wittenberge;m;52.995781668209375;11.755476675661624;2;1;4;;;;102;Ethnic/religious minorities;;;500;Blunt instruments;800;Other;Baseball bat, bicycle lock and beating/kicking;0;0;2;Several young men and women, armed with a baseball bat, knives, a bicycle lock and a quartz glove, attacked a young man of Syrian origin whom they had previously racially insulted. When a friend of the victim came to his aid, he was attacked too. The knives were only used in a threatening manner, but the other weapons were used proactively, causing injuries to both victims' head and shoulder areas. Both were treated in hospital.;;;
2017-12-29;2017;12;29;10;ITA;Italy;Marche;Civitanova;m;43.30649092038369;13.727335757041619;2;2;8;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;5;"A group of five Asians, including Pakistanis, between 20 and 30 years of age were attacked by a group of around twenty men as they were leaving a disco. The perpetrators first insulted them, saying ""Pakistanis of s*** [shit], go back to your country"" before attacking them with punches. Allegedly, some of the perpetrators also made the Hitler salute. All five victims ended up in the hospital.";;;
2017-m-d;2017;m;d;18;GBR;United Kingdom;Scotland;Aberdeen;;;;;3;6;;;89;101;Ethnic/religious minorities;;;100;Explosives;400;Knives/bladed weapons and sharp objects;Hundreds of ball bearings (can be used in pipe bombs), rocket tubes capable of firing projectiles, a stun gun, hundreds of knuckle dusters, knives and metal bars and deactivated bullets.;0;0;0;A 25-year-old man was arrested for being in the possession of a cache of weapons, bomb-making equipment, a map of mosques in Aberdeen, and manuals on how to manufacture explosives and chemical and biological weapons. The police found, amongst other, hundreds of ball bearings (can be used in pipe bombs), rocket tubes capable of firing projectiles, a stun gun, hundreds of knuckle dusters, knives and metal bars and deactivated bullets. A map showing the addresses of five Mosques in the Aberdeen area were discovered on his computer. They also found that he had started to compile a book called “Combat 18 British Mosque Address Book.” On the title page of the book, he had written : “This book is dedicated to all that follow Mohammed and the Islamic faith. You will all soon suffer your demise.” The perpetrator, a former psychiatric patient, claimed he was suffering from mental illness at the time and said he believed the world was going to end in 2012 and he wanted to survive the apocalypse. Jurors did not believe him and returned guilty verdicts on two charges of breaching the Terrorism Act 2000 and the Terrorism Act 2006 and must serve at least six years before he is eligible for parole. He had previously convicted for other crimes. The investigation was initiated after a tip-off that the perpetrator had broken strict firearms legislation by buying a stun gun from abroad.;2;6;2
2018-1-1;2018;1;1;6;DEU;Germany;Brandenburg;Cottbus;m;51.75539283052261;14.33385979712025;2;1;8;;;;102;Ethnic/religious minorities;;;501;Blunt instruments;600;Beating/kicking;Brass knuckles, beer bottle, beating/kicking;0;0;3;Three 21, 22 and 26-year-old Afghan asylum seekers were attacked by a group of six local residents who broke into their refugee accommodation wearing brass knuckles and combat boots. The victims were first subjected to racist abuse and then attacked in front of their house. When the Afghans tried to get into their building, the two security guards who guarded the accommodation allegedly also let the perpetrators into the building. There, the perpetrators continued to attack the refugees. One of the victims suffered a broken jaw while another was hit with a beer bottle in the face and suffered a broken nose. The third was kicked to the ground and could hardly sleep for three days afterwards because of the pain.;;;
2018-1-5;2018;1;5;17;CHE;Switzerland;Bern;Worb;Enggistein;46.931816111892765;7.596932879546204;1;1;99;;;;102;Ethnic/religious minorities;;;201;Arson/firebomb;200;Arson/firebomb;Magnesium torch;0;0;0;Unknown perpetrators threw a magnesium torch against a transit center for refugees. Refugees from Syria were housed in the transition center. The torch failed to ignite after landing in wet grass and did not cause any damage. Motive not explicitly stated, but sufficiently evident to be included. ;;;
2018-1-9;2018;1;9;6;DEU;Germany;Sachsen;Dresden;m;51.08339367118305;13.689220183301686;2;2;4;;;;102;Ethnic/religious minorities;;;807;Other;;;Dog;0;0;1;A group of people first insulted a 19-year-old asylum seeker of Ethiopian origin, before one person from the group set their dog on the victim. The victim was pulled to the ground and bitten by the dog, suffering bite injuries. A passer-by was eventually able to persuade the dog owner to separate the dog from the victim.;;;
2018-1-10;2018;1;10;5;FRA;France;Hauts-de-France;Lille;O’Corner Pub;50.63329732269581;3.0551268959334377;1;2;2;Identitarian Movement (France);;;101;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"A group of teenagers approached the perpetrator and his friends, asking for a cigarette. A dispute broke out and a doorman attempted to calm down the situation and pepper sprayed one of the perpetrators. During the tense situation, the victim said, “I swear to Mecca, don’t hit me."" One of the perpetrators responded “What to Mecca? I f**k Mecca!” and began to push her and hit her repeatedly in the head with plastic knuckles/plastic-reinforced leather gloves when she tried to get away. The incident was recording by an infiltrator from Al Jazeera documenting Génération Identitaire (captured at 20:35 in the video ""Generation Hate Part 1""). One of the perpetrators said to the infiltrator “Girl, or no girl, I couldn’t give a f**k. They’re just Arabs.” He then shook his wrist and said: “She really must have felt it because I’m hurting.” Three men were convicted of ""violence on the basis of real or perceived ethnicity.""";;;
2018-1-12;2018;1;12;10;ITA;Italy;Liguria;Genova;Foce;44.400354027305205;8.948053190996577;1;2;1;CasaPound;;;200;Political opponents;;;400;Knives/bladed weapons and sharp objects;500;Blunt instruments;Knives, sticks, bottles, belts;0;0;1;A 36-year-old anti-fascist was hanging up posters together with other militants close to the CasaPound headquarters. When spotted, a group of CasaPound militants allegedly left the headquarters armed with sticks, bottles, belts and knives with the intention of attacking the anti-fascists. During the attack, which lasted about ten minutes, the 36-year-old victim was stabbed in the back with a knife. Three CasaPound militants, among them the provincial leader of the organization, were investigated for attempted murder due to the stabbing of the victim. The police also conducted searches in the homes of 13 people and seized cell phones, stickers, clothes and a small knife. According to the investigators, the attack was an organized assault as the anti-fascists did nothing but flee.;;;
2018-1-20;2018;1;20;6;DEU;Germany;Schleswig-Holstein;Lübeck;Grünewaldstrasse;53.85097642936471;10.69715796908701;1;2;6;;;420;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;0;0;1;"A 58-year-old taxi driver of Iranian origin was attacked by a passenger for xenophobic reasons. At the end of the journey, the passenger refused to pay and became more and more aggressive. He insulted the victim with xenophobic sayings, such as ""Why don't you go into your shithole where you came from?"". Then the perpetrator attacked the victim with around twenty brutal blows to the head. The victim fell unconscious and was taken to the hospital for treatment of a broken jaw, swollen skull and a dislocated shoulder. ";;;
2018-1-21-a;2018;1;21;6;DEU;Germany;Berlin;Berlin;Mitte;52.537705188587736;13.359245004787823;1;2;6;;;421;102;Ethnic/religious minorities;301;State institutions;600;Beating/kicking;;;Beating/kicking;0;0;5;"A 24-year-old passenger racially abused a 64-year-old taxi driver and then kicked him. When the police tried to get the perpetrator out of the car, he attacked and injured four police officers. The taxi driver was brought to the hospital with serious head injuries.
";;;
2018-1-21;2018;1;21;7;GRC;Greece;Central Macedonia;Thessaloniki;Libertatia Squat;40.62037337000262;22.957751853202904;1;1;1;Combat 18 (Greece);"Nationalist Youth of Thessaloniki
";;200;Political opponents;;;201;Arson/firebomb;800;Other;Molotov cocktails and flares;0;0;0;From a group of around 60-70 protesters, some people threw molotov cocktails and flares against an anarchist squatting place, burning it to the ground. There was no one inside the building as the inhabitants were participating in anti-nationalist demontration against the nationalist rally over the naming dispute around Macedonia that was taking place. Reportedly, among the group of men in black that attacked the squat were football hooligans (PAOK) and members of a local fascist group from Oraiokastro, Nationalist Youth of Thessaloniki, Combat 18 Hellas, Unaligned Maeandrist Nationalists (AME), Leros Lohos and serbian neo-nazis. The protesters had also attacked another occupied space along with an anti-nationaist demonstration earlier in the day.;;;
2018-1-24;2018;1;24;18;GBR;United Kingdom;England;Devon;Bishops Tawton;;;;4;6;;;422;400;Marginalized groups;102;Ethnic/religious minorities;100;Explosives;201;Arson/firebomb;Fertiliser bomb, pipe bombs with explosives in metal tubes and weaponry including machetes and knives;0;0;0;"A 55-year old man with extreme homophobic and racist views was jailed for three years and four months after admitting making a nine kilogram fertiliser bomb at his home. He had three viable pipe bombs and was working on a total of 17 improvised devices when he was arrested for having a knife in the street in Barnstaple. Royal Navy explosives experts spent several hours removing a large quantity of different chemicals, and the police found notes which indicated extreme views of including black people and LGBTQ+ people, some of which talked about killing people. The largest bomb was a nine kg device made from ammonium sulphate and diesel oil which was found under the 55-year-old's bed. The police also found ""weaponry including machetes, knives and things like that"". No clear plot was detected, but police said that ""There are aspects of the case that we do not link directly, but he had particular views which appear to be of concern. It could have turned quite nasty.""";;;
